8	-0.0982498660478184
36	-0.09058974585358937
18	-0.09884413961926518
8	-0.09877798564487118
24	-0.09176825983604556
12	-0.09925094505984125
13	-0.09939258408535238
26	-0.09370029196093095
12	-0.09925050521973512
31	-0.09580817057766132
7	-0.09855725459825007
10	-0.09772731275697297
26	-0.09159670268667376
66	0.039569748197896826
10	-0.09818710535667642
11	-0.09828224863056181
63	0.0404949605181025
8	-0.09812342467879541
10	-0.09882954335219227
24	-0.09759038153920574
30	-0.09913043963931643
12	-0.09874734878483281
29	-0.09563330610733912
12	-0.09795570723167775
15	-0.09684167986187125
47	-0.07332187366737729
20	-0.09278959691107214
8	-0.09832431062953734
21	-0.09385599793514394
24	-0.09949279420359748
21	-0.09929674061354929
24	-0.09949279420359748
20	-0.09931211698178566
26	-0.09937386477009091
11	-0.09904698299265295
33	-0.09146661751963328
96	-0.09811121827919238
11	-0.09834348387912677
9	-0.09821935134028704
14	-0.09914034560253182
8	-0.09797597167562237
11	-0.09784437263174567
65	0.03794026672431222
64	0.037662118452564085
64	0.03851333832352484
60	0.039655660880263684
62	0.039133541239167506
65	0.0380802411111092
62	0.03835301203709276
60	0.04104267780028362
63	0.03854132896280143
65	0.03739912882111454
61	0.03951886080010679
62	0.04147306264224095
63	0.03769253413091744
62	0.039187053132200646
60	0.041061546535387065
63	0.0385649196075032
66	0.03873908298583209
65	0.03739912882111454
64	0.037401734352806276
64	0.03785140972634206
62	0.03895254088699673
66	0.03958502524619592
18	-0.09949748460356368
60	0.04135548511275721
65	0.038277316431852663
60	0.040149338649714615
64	0.03842456115832758
64	0.037662118452564085
65	0.03828485484900262
61	0.039508782882916524
62	0.039187053132200646
59	0.04071678412473899
64	0.03742037870881057
62	0.04219993674359027
64	0.03830806600981741
61	0.04102064380829906
64	0.038351342577903874
63	0.03825617396325582
65	0.03710002359946185
14	-0.09933087990568579
62	0.04147306264224095
63	0.03769253413091744
64	0.03830187852465317
59	0.04066307260499068
58	0.041554481427797905
65	0.038277316431852663
62	0.04016294090412366
64	0.03749588594507655
41	-0.07861624335125744
60	0.040149338649714615
15	-0.09882054059284143
62	0.039447764921560796
60	0.0394096574139259
61	0.041987310562060925
60	0.04135548511275721
62	0.039447764921560796
65	0.037508191799383084
65	0.03739912882111454
62	0.039099636420728535
60	0.041212928021125896
13	-0.09939258408535238
61	0.039508782882916524
62	0.04219993674359027
62	0.041725070547784224
12	-0.09925094505984125
59	0.041526937689006185
59	0.04108812551610968
65	0.038277316431852663
62	0.04219993674359027
15	-0.09947356508444259
59	0.04108812551610968
64	0.03742037870881057
13	-0.09939258408535238
40	-0.0888416207344675
60	0.04135548511275721
59	0.04108812551610968
64	0.03765539257608708
65	0.03739912882111454
